Estimator: 000 | Epoch: 000 | Batch: 000 | Loss: 25.08252 | Correct: 4/64
Estimator: 004 | Epoch: 000 | Batch: 400 | Loss: 7.57847 | Correct: 8/64
Estimator: 004 | Epoch: 000 | Batch: 500 | Loss: 4.92961 | Correct: 9/64
Estimator: 004 | Epoch: 000 | Batch: 600 | Loss: 6.64191 | Correct: 4/64
Estimator: 004 | Epoch: 000 | Batch: 700 | Loss: 3.48344 | Correct: 16/64
Estimator: 004 | Epoch: 000 | Batch: 800 | Loss: 5.79003 | Correct: 10/64
Estimator: 004 | Epoch: 000 | Batch: 900 | Loss: 8.16018 | Correct: 14/64
Estimator: 004 | Epoch: 000 | Batch: 1000 | Loss: 4.30197 | Correct: 23/64
Estimator: 004 | Epoch: 000 | Batch: 1100 | Loss: 5.02236 | Correct: 15/64
Estimator: 004 | Epoch: 000 | Batch: 1200 | Loss: 5.06930 | Correct: 11/64
Estimator: 004 | Epoch: 000 | Batch: 1300 | Loss: 3.14010 | Correct: 17/64
Estimator: 004 | Epoch: 000 | Batch: 1400 | Loss: 3.96840 | Correct: 18/64
Estimator: 005 | Epoch: 000 | Batch: 000 | Loss: 19.56714 | Correct: 7/64
Estimator: 005 | Epoch: 000 | Batch: 100 | Loss: 4.90891 | Correct: 13/64
Estimator: 005 | Epoch: 000 | Batch: 200 | Loss: 4.53252 | Correct: 16/64
Estimator: 005 | Epoch: 000 | Batch: 300 | Loss: 6.74602 | Correct: 15/64
Estimator: 005 | Epoch: 000 | Batch: 400 | Loss: 3.95234 | Correct: 12/64
Estimator: 005 | Epoch: 000 | Batch: 500 | Loss: 4.74977 | Correct: 13/64
Estimator: 005 | Epoch: 000 | Batch: 600 | Loss: 4.96111 | Correct: 14/64
Estimator: 005 | Epoch: 000 | Batch: 700 | Loss: 5.76203 | Correct: 7/64
Estimator: 005 | Epoch: 000 | Batch: 800 | Loss: 3.90507 | Correct: 7/64
Estimator: 005 | Epoch: 000 | Batch: 900 | Loss: 4.31036 | Correct: 11/64
Estimator: 005 | Epoch: 000 | Batch: 1000 | Loss: 5.12952 | Correct: 8/64
Estimator: 005 | Epoch: 000 | Batch: 1100 | Loss: 5.25642 | Correct: 10/64
Estimator: 005 | Epoch: 000 | Batch: 1200 | Loss: 2.61275 | Correct: 14/64
Estimator: 005 | Epoch: 000 | Batch: 1300 | Loss: 4.60247 | Correct: 11/64
Estimator: 005 | Epoch: 000 | Batch: 1400 | Loss: 3.85518 | Correct: 12/64
Estimator: 006 | Epoch: 000 | Batch: 000 | Loss: 19.36339 | Correct: 4/64
Estimator: 006 | Epoch: 000 | Batch: 100 | Loss: 4.34795 | Correct: 14/64
Estimator: 006 | Epoch: 000 | Batch: 200 | Loss: 8.66181 | Correct: 15/64
Estimator: 006 | Epoch: 000 | Batch: 300 | Loss: 8.72854 | Correct: 12/64
Estimator: 006 | Epoch: 000 | Batch: 400 | Loss: 8.74658 | Correct: 14/64
Estimator: 006 | Epoch: 000 | Batch: 500 | Loss: 10.51679 | Correct: 7/64
Estimator: 006 | Epoch: 000 | Batch: 600 | Loss: 3.75804 | Correct: 17/64
Estimator: 006 | Epoch: 000 | Batch: 700 | Loss: 7.86824 | Correct: 7/64
Estimator: 006 | Epoch: 000 | Batch: 800 | Loss: 7.14851 | Correct: 14/64
Estimator: 006 | Epoch: 000 | Batch: 900 | Loss: 6.48388 | Correct: 14/64
Estimator: 006 | Epoch: 000 | Batch: 1000 | Loss: 4.79907 | Correct: 18/64
Estimator: 006 | Epoch: 000 | Batch: 1100 | Loss: 3.93362 | Correct: 13/64
Estimator: 006 | Epoch: 000 | Batch: 1200 | Loss: 5.40544 | Correct: 14/64
Estimator: 006 | Epoch: 000 | Batch: 1300 | Loss: 3.03967 | Correct: 16/64
Estimator: 006 | Epoch: 000 | Batch: 1400 | Loss: 3.70744 | Correct: 19/64
Estimator: 007 | Epoch: 000 | Batch: 000 | Loss: 17.03386 | Correct: 7/64
Estimator: 007 | Epoch: 000 | Batch: 100 | Loss: 3.78768 | Correct: 7/64
Estimator: 007 | Epoch: 000 | Batch: 200 | Loss: 8.37446 | Correct: 6/64
Estimator: 007 | Epoch: 000 | Batch: 300 | Loss: 4.51224 | Correct: 8/64
Estimator: 007 | Epoch: 000 | Batch: 400 | Loss: 5.57980 | Correct: 9/64
Estimator: 007 | Epoch: 000 | Batch: 500 | Loss: 5.85962 | Correct: 13/64
Estimator: 007 | Epoch: 000 | Batch: 600 | Loss: 5.80556 | Correct: 9/64
Estimator: 007 | Epoch: 000 | Batch: 700 | Loss: 4.00494 | Correct: 12/64
Estimator: 007 | Epoch: 000 | Batch: 800 | Loss: 4.78606 | Correct: 3/64
Estimator: 007 | Epoch: 000 | Batch: 900 | Loss: 3.71057 | Correct: 11/64
Estimator: 007 | Epoch: 000 | Batch: 1000 | Loss: 2.94809 | Correct: 18/64
Estimator: 007 | Epoch: 000 | Batch: 1100 | Loss: 3.98939 | Correct: 14/64
Estimator: 007 | Epoch: 000 | Batch: 1200 | Loss: 5.00006 | Correct: 15/64
Estimator: 007 | Epoch: 000 | Batch: 1300 | Loss: 3.67555 | Correct: 12/64
Estimator: 007 | Epoch: 000 | Batch: 1400 | Loss: 4.09820 | Correct: 12/64
Estimator: 008 | Epoch: 000 | Batch: 000 | Loss: 16.09635 | Correct: 7/64
Estimator: 008 | Epoch: 000 | Batch: 100 | Loss: 4.81783 | Correct: 15/64
Estimator: 008 | Epoch: 000 | Batch: 200 | Loss: 3.79742 | Correct: 14/64
Estimator: 008 | Epoch: 000 | Batch: 300 | Loss: 6.78590 | Correct: 9/64
Estimator: 008 | Epoch: 000 | Batch: 400 | Loss: 4.91159 | Correct: 11/64
Estimator: 008 | Epoch: 000 | Batch: 500 | Loss: 5.21319 | Correct: 5/64
Estimator: 008 | Epoch: 000 | Batch: 600 | Loss: 9.44083 | Correct: 14/64
Estimator: 008 | Epoch: 000 | Batch: 700 | Loss: 6.72027 | Correct: 7/64
Estimator: 008 | Epoch: 000 | Batch: 800 | Loss: 7.87997 | Correct: 14/64
Estimator: 008 | Epoch: 000 | Batch: 900 | Loss: 4.62368 | Correct: 13/64
Estimator: 008 | Epoch: 000 | Batch: 1000 | Loss: 5.38270 | Correct: 13/64
Estimator: 008 | Epoch: 000 | Batch: 1100 | Loss: 3.39000 | Correct: 13/64
Estimator: 008 | Epoch: 000 | Batch: 1200 | Loss: 5.60683 | Correct: 12/64
Estimator: 008 | Epoch: 000 | Batch: 1300 | Loss: 3.22295 | Correct: 21/64
Estimator: 008 | Epoch: 000 | Batch: 1400 | Loss: 2.97925 | Correct: 17/64
Estimator: 009 | Epoch: 000 | Batch: 000 | Loss: 17.96772 | Correct: 8/64
Estimator: 009 | Epoch: 000 | Batch: 100 | Loss: 7.44487 | Correct: 10/64
Estimator: 009 | Epoch: 000 | Batch: 200 | Loss: 7.55977 | Correct: 7/64
Estimator: 009 | Epoch: 000 | Batch: 300 | Loss: 6.49794 | Correct: 11/64
Estimator: 009 | Epoch: 000 | Batch: 400 | Loss: 3.78713 | Correct: 8/64
Estimator: 009 | Epoch: 000 | Batch: 500 | Loss: 7.11046 | Correct: 5/64
Estimator: 009 | Epoch: 000 | Batch: 600 | Loss: 7.47055 | Correct: 12/64
Estimator: 009 | Epoch: 000 | Batch: 700 | Loss: 4.99067 | Correct: 12/64
Estimator: 009 | Epoch: 000 | Batch: 800 | Loss: 4.21270 | Correct: 6/64
Estimator: 009 | Epoch: 000 | Batch: 900 | Loss: 6.62371 | Correct: 4/64
Estimator: 009 | Epoch: 000 | Batch: 1000 | Loss: 6.04657 | Correct: 10/64
Estimator: 009 | Epoch: 000 | Batch: 1100 | Loss: 6.93006 | Correct: 10/64
Estimator: 009 | Epoch: 000 | Batch: 1200 | Loss: 4.83529 | Correct: 8/64
Estimator: 009 | Epoch: 000 | Batch: 1300 | Loss: 4.78956 | Correct: 8/64
Estimator: 009 | Epoch: 000 | Batch: 1400 | Loss: 6.14729 | Correct: 9/64
2025-04-06 23:11:24,079 - root - INFO - Saving the model to `./VotingClassifier_Tree3_10_ckpt.pth`
2025-04-06 23:11:24,109 - root - INFO - Epoch: 000 | Validation Acc: 25.126 % | Historical Best: 25.126 %
Estimator: 000 | Epoch: 001 | Batch: 000 | Loss: 3.47520 | Correct: 15/64
Estimator: 000 | Epoch: 001 | Batch: 100 | Loss: 3.09899 | Correct: 12/64
Estimator: 000 | Epoch: 001 | Batch: 200 | Loss: 3.19153 | Correct: 22/64
Estimator: 000 | Epoch: 001 | Batch: 300 | Loss: 2.97805 | Correct: 16/64
Estimator: 000 | Epoch: 001 | Batch: 400 | Loss: 4.07434 | Correct: 9/64
Estimator: 000 | Epoch: 001 | Batch: 500 | Loss: 3.60940 | Correct: 11/64
Estimator: 000 | Epoch: 001 | Batch: 600 | Loss: 3.80377 | Correct: 13/64
Estimator: 000 | Epoch: 001 | Batch: 700 | Loss: 3.02339 | Correct: 20/64
Estimator: 000 | Epoch: 001 | Batch: 800 | Loss: 3.02899 | Correct: 18/64
Estimator: 000 | Epoch: 001 | Batch: 900 | Loss: 2.84106 | Correct: 16/64
Estimator: 000 | Epoch: 001 | Batch: 1000 | Loss: 2.76608 | Correct: 20/64
Estimator: 000 | Epoch: 001 | Batch: 1100 | Loss: 2.34729 | Correct: 22/64
Estimator: 000 | Epoch: 001 | Batch: 1200 | Loss: 3.86408 | Correct: 9/64
Estimator: 000 | Epoch: 001 | Batch: 1300 | Loss: 3.07870 | Correct: 16/64
Estimator: 000 | Epoch: 001 | Batch: 1400 | Loss: 2.20293 | Correct: 17/64
Estimator: 001 | Epoch: 001 | Batch: 000 | Loss: 3.61875 | Correct: 10/64
Estimator: 001 | Epoch: 001 | Batch: 100 | Loss: 4.57396 | Correct: 6/64
Estimator: 001 | Epoch: 001 | Batch: 200 | Loss: 5.26907 | Correct: 7/64
Estimator: 001 | Epoch: 001 | Batch: 300 | Loss: 3.90131 | Correct: 10/64
Estimator: 001 | Epoch: 001 | Batch: 400 | Loss: 4.87592 | Correct: 9/64
Estimator: 001 | Epoch: 001 | Batch: 500 | Loss: 4.05490 | Correct: 16/64
Estimator: 001 | Epoch: 001 | Batch: 600 | Loss: 3.54773 | Correct: 13/64
Estimator: 001 | Epoch: 001 | Batch: 700 | Loss: 4.16601 | Correct: 15/64
Estimator: 001 | Epoch: 001 | Batch: 800 | Loss: 2.97479 | Correct: 16/64
Estimator: 001 | Epoch: 001 | Batch: 900 | Loss: 2.82301 | Correct: 17/64
Estimator: 001 | Epoch: 001 | Batch: 1000 | Loss: 3.47769 | Correct: 14/64
Estimator: 001 | Epoch: 001 | Batch: 1100 | Loss: 3.07763 | Correct: 16/64
Estimator: 001 | Epoch: 001 | Batch: 1200 | Loss: 3.91015 | Correct: 17/64
Estimator: 001 | Epoch: 001 | Batch: 1300 | Loss: 2.70508 | Correct: 21/64
Estimator: 001 | Epoch: 001 | Batch: 1400 | Loss: 3.13310 | Correct: 12/64
Estimator: 002 | Epoch: 001 | Batch: 000 | Loss: 3.12211 | Correct: 14/64
Estimator: 002 | Epoch: 001 | Batch: 100 | Loss: 2.79355 | Correct: 19/64
Estimator: 002 | Epoch: 001 | Batch: 200 | Loss: 2.85067 | Correct: 21/64
Estimator: 002 | Epoch: 001 | Batch: 300 | Loss: 4.78989 | Correct: 10/64
Estimator: 002 | Epoch: 001 | Batch: 400 | Loss: 3.95601 | Correct: 8/64
Estimator: 002 | Epoch: 001 | Batch: 500 | Loss: 3.51706 | Correct: 17/64
Estimator: 002 | Epoch: 001 | Batch: 600 | Loss: 4.15205 | Correct: 10/64
Estimator: 002 | Epoch: 001 | Batch: 700 | Loss: 5.15066 | Correct: 9/64
Estimator: 002 | Epoch: 001 | Batch: 800 | Loss: 3.03854 | Correct: 16/64
Estimator: 002 | Epoch: 001 | Batch: 900 | Loss: 3.44122 | Correct: 18/64
Estimator: 002 | Epoch: 001 | Batch: 1000 | Loss: 3.42724 | Correct: 14/64
Estimator: 002 | Epoch: 001 | Batch: 1100 | Loss: 2.46766 | Correct: 20/64
Estimator: 002 | Epoch: 001 | Batch: 1200 | Loss: 3.04760 | Correct: 16/64
Estimator: 002 | Epoch: 001 | Batch: 1300 | Loss: 2.97472 | Correct: 18/64
Estimator: 002 | Epoch: 001 | Batch: 1400 | Loss: 3.19847 | Correct: 17/64
Estimator: 003 | Epoch: 001 | Batch: 000 | Loss: 3.58641 | Correct: 10/64
Estimator: 003 | Epoch: 001 | Batch: 100 | Loss: 3.58373 | Correct: 15/64
Estimator: 003 | Epoch: 001 | Batch: 200 | Loss: 4.11903 | Correct: 11/64
Estimator: 003 | Epoch: 001 | Batch: 300 | Loss: 5.43037 | Correct: 10/64
Estimator: 003 | Epoch: 001 | Batch: 400 | Loss: 2.86165 | Correct: 17/64
Estimator: 003 | Epoch: 001 | Batch: 500 | Loss: 3.42330 | Correct: 13/64
Estimator: 003 | Epoch: 001 | Batch: 600 | Loss: 2.82474 | Correct: 9/64
Estimator: 003 | Epoch: 001 | Batch: 700 | Loss: 2.90436 | Correct: 17/64
Estimator: 003 | Epoch: 001 | Batch: 800 | Loss: 2.54267 | Correct: 13/64
Estimator: 003 | Epoch: 001 | Batch: 900 | Loss: 3.17430 | Correct: 13/64
Estimator: 003 | Epoch: 001 | Batch: 1000 | Loss: 3.72994 | Correct: 11/64
Estimator: 003 | Epoch: 001 | Batch: 1100 | Loss: 2.68299 | Correct: 13/64
Estimator: 003 | Epoch: 001 | Batch: 1200 | Loss: 3.01449 | Correct: 14/64
Estimator: 003 | Epoch: 001 | Batch: 1300 | Loss: 2.77083 | Correct: 14/64
Estimator: 003 | Epoch: 001 | Batch: 1400 | Loss: 2.41047 | Correct: 15/64
Estimator: 004 | Epoch: 001 | Batch: 000 | Loss: 5.17492 | Correct: 10/64
Estimator: 004 | Epoch: 001 | Batch: 100 | Loss: 2.67623 | Correct: 18/64
Estimator: 004 | Epoch: 001 | Batch: 200 | Loss: 2.88793 | Correct: 20/64
Estimator: 004 | Epoch: 001 | Batch: 300 | Loss: 4.64539 | Correct: 6/64
Estimator: 004 | Epoch: 001 | Batch: 400 | Loss: 4.92317 | Correct: 11/64
Estimator: 004 | Epoch: 001 | Batch: 500 | Loss: 3.96060 | Correct: 13/64
Estimator: 004 | Epoch: 001 | Batch: 600 | Loss: 4.77470 | Correct: 11/64
Estimator: 004 | Epoch: 001 | Batch: 700 | Loss: 6.09231 | Correct: 8/64
Estimator: 004 | Epoch: 001 | Batch: 800 | Loss: 2.81007 | Correct: 17/64
Estimator: 004 | Epoch: 001 | Batch: 900 | Loss: 3.72871 | Correct: 16/64
Estimator: 004 | Epoch: 001 | Batch: 1000 | Loss: 5.57396 | Correct: 10/64
Estimator: 004 | Epoch: 001 | Batch: 1100 | Loss: 6.00736 | Correct: 12/64
Estimator: 004 | Epoch: 001 | Batch: 1200 | Loss: 3.85502 | Correct: 14/64
Estimator: 004 | Epoch: 001 | Batch: 1300 | Loss: 3.64064 | Correct: 9/64
Estimator: 004 | Epoch: 001 | Batch: 1400 | Loss: 3.86508 | Correct: 12/64
Estimator: 005 | Epoch: 001 | Batch: 000 | Loss: 4.45764 | Correct: 9/64
Estimator: 005 | Epoch: 001 | Batch: 100 | Loss: 3.18297 | Correct: 11/64
Estimator: 005 | Epoch: 001 | Batch: 200 | Loss: 4.22046 | Correct: 13/64
Estimator: 005 | Epoch: 001 | Batch: 300 | Loss: 3.04196 | Correct: 11/64
Estimator: 005 | Epoch: 001 | Batch: 400 | Loss: 4.04631 | Correct: 13/64
Estimator: 005 | Epoch: 001 | Batch: 500 | Loss: 2.84294 | Correct: 20/64
Estimator: 005 | Epoch: 001 | Batch: 600 | Loss: 2.77275 | Correct: 20/64
Estimator: 005 | Epoch: 001 | Batch: 700 | Loss: 3.06112 | Correct: 17/64
Estimator: 005 | Epoch: 001 | Batch: 800 | Loss: 2.63902 | Correct: 11/64
Estimator: 005 | Epoch: 001 | Batch: 900 | Loss: 3.59817 | Correct: 12/64
Estimator: 005 | Epoch: 001 | Batch: 1000 | Loss: 3.59587 | Correct: 11/64
Estimator: 005 | Epoch: 001 | Batch: 1100 | Loss: 3.05630 | Correct: 18/64
Estimator: 005 | Epoch: 001 | Batch: 1200 | Loss: 3.48717 | Correct: 10/64
Estimator: 005 | Epoch: 001 | Batch: 1300 | Loss: 3.87937 | Correct: 16/64
Estimator: 005 | Epoch: 001 | Batch: 1400 | Loss: 2.99262 | Correct: 18/64
Estimator: 006 | Epoch: 001 | Batch: 000 | Loss: 3.75864 | Correct: 11/64
Estimator: 006 | Epoch: 001 | Batch: 100 | Loss: 4.03775 | Correct: 12/64
Estimator: 006 | Epoch: 001 | Batch: 200 | Loss: 5.13426 | Correct: 15/64
Estimator: 006 | Epoch: 001 | Batch: 300 | Loss: 3.63376 | Correct: 7/64
Estimator: 006 | Epoch: 001 | Batch: 400 | Loss: 3.13216 | Correct: 19/64
Estimator: 006 | Epoch: 001 | Batch: 500 | Loss: 4.85970 | Correct: 13/64
Estimator: 006 | Epoch: 001 | Batch: 600 | Loss: 3.98504 | Correct: 7/64
Estimator: 006 | Epoch: 001 | Batch: 700 | Loss: 4.00814 | Correct: 13/64
Estimator: 006 | Epoch: 001 | Batch: 800 | Loss: 5.59715 | Correct: 9/64
Estimator: 006 | Epoch: 001 | Batch: 900 | Loss: 2.57043 | Correct: 12/64
Estimator: 006 | Epoch: 001 | Batch: 1000 | Loss: 4.47535 | Correct: 14/64
Estimator: 006 | Epoch: 001 | Batch: 1100 | Loss: 3.75341 | Correct: 15/64
Estimator: 006 | Epoch: 001 | Batch: 1200 | Loss: 4.88299 | Correct: 17/64
Estimator: 006 | Epoch: 001 | Batch: 1300 | Loss: 2.87947 | Correct: 15/64
Estimator: 006 | Epoch: 001 | Batch: 1400 | Loss: 3.73457 | Correct: 11/64
Estimator: 007 | Epoch: 001 | Batch: 000 | Loss: 4.82607 | Correct: 9/64
Estimator: 007 | Epoch: 001 | Batch: 100 | Loss: 4.00249 | Correct: 12/64
Estimator: 007 | Epoch: 001 | Batch: 200 | Loss: 4.08331 | Correct: 11/64
Estimator: 007 | Epoch: 001 | Batch: 300 | Loss: 3.29351 | Correct: 12/64
Estimator: 007 | Epoch: 001 | Batch: 400 | Loss: 2.65507 | Correct: 17/64
Estimator: 007 | Epoch: 001 | Batch: 500 | Loss: 3.07464 | Correct: 12/64
Estimator: 007 | Epoch: 001 | Batch: 600 | Loss: 3.50835 | Correct: 11/64
Estimator: 007 | Epoch: 001 | Batch: 700 | Loss: 2.67608 | Correct: 18/64
Estimator: 007 | Epoch: 001 | Batch: 800 | Loss: 2.55783 | Correct: 21/64
Estimator: 007 | Epoch: 001 | Batch: 900 | Loss: 3.74251 | Correct: 18/64
Estimator: 007 | Epoch: 001 | Batch: 1000 | Loss: 2.29108 | Correct: 18/64
Estimator: 007 | Epoch: 001 | Batch: 1100 | Loss: 4.48345 | Correct: 11/64
Estimator: 007 | Epoch: 001 | Batch: 1200 | Loss: 2.50834 | Correct: 17/64
Estimator: 007 | Epoch: 001 | Batch: 1300 | Loss: 2.40240 | Correct: 17/64
Estimator: 007 | Epoch: 001 | Batch: 1400 | Loss: 4.70582 | Correct: 11/64
Estimator: 008 | Epoch: 001 | Batch: 000 | Loss: 4.73146 | Correct: 10/64
Estimator: 008 | Epoch: 001 | Batch: 100 | Loss: 3.51576 | Correct: 17/64
Estimator: 008 | Epoch: 001 | Batch: 200 | Loss: 2.67487 | Correct: 13/64
Estimator: 008 | Epoch: 001 | Batch: 300 | Loss: 5.65421 | Correct: 13/64
Estimator: 008 | Epoch: 001 | Batch: 400 | Loss: 6.95817 | Correct: 12/64
Estimator: 008 | Epoch: 001 | Batch: 500 | Loss: 3.76446 | Correct: 13/64
Estimator: 008 | Epoch: 001 | Batch: 600 | Loss: 5.48875 | Correct: 17/64
Estimator: 008 | Epoch: 001 | Batch: 700 | Loss: 5.05653 | Correct: 10/64
Estimator: 008 | Epoch: 001 | Batch: 800 | Loss: 2.09542 | Correct: 16/64
Estimator: 008 | Epoch: 001 | Batch: 900 | Loss: 3.93555 | Correct: 18/64
Estimator: 008 | Epoch: 001 | Batch: 1000 | Loss: 3.98154 | Correct: 17/64
Estimator: 008 | Epoch: 001 | Batch: 1100 | Loss: 4.08187 | Correct: 13/64
Estimator: 008 | Epoch: 001 | Batch: 1200 | Loss: 4.40723 | Correct: 12/64
Estimator: 008 | Epoch: 001 | Batch: 1300 | Loss: 3.63863 | Correct: 12/64
Estimator: 008 | Epoch: 001 | Batch: 1400 | Loss: 3.11423 | Correct: 15/64
Estimator: 009 | Epoch: 001 | Batch: 000 | Loss: 4.76070 | Correct: 8/64
Estimator: 009 | Epoch: 001 | Batch: 100 | Loss: 3.09346 | Correct: 14/64
Estimator: 009 | Epoch: 001 | Batch: 200 | Loss: 3.72741 | Correct: 9/64
Estimator: 009 | Epoch: 001 | Batch: 300 | Loss: 6.79260 | Correct: 8/64
Estimator: 009 | Epoch: 001 | Batch: 400 | Loss: 3.48737 | Correct: 9/64
Estimator: 009 | Epoch: 001 | Batch: 500 | Loss: 3.94234 | Correct: 9/64
Estimator: 009 | Epoch: 001 | Batch: 600 | Loss: 4.36614 | Correct: 10/64
Estimator: 009 | Epoch: 001 | Batch: 700 | Loss: 6.02792 | Correct: 7/64
Estimator: 009 | Epoch: 001 | Batch: 800 | Loss: 7.30240 | Correct: 7/64
Estimator: 009 | Epoch: 001 | Batch: 900 | Loss: 4.08088 | Correct: 9/64
Estimator: 009 | Epoch: 001 | Batch: 1000 | Loss: 3.61606 | Correct: 17/64
Estimator: 009 | Epoch: 001 | Batch: 1100 | Loss: 2.91649 | Correct: 13/64
Estimator: 009 | Epoch: 001 | Batch: 1200 | Loss: 3.65841 | Correct: 15/64
